cleaned_text,label
"as a girlfriend, you gotta accept the fact hoes gone be all up in his face. but as a boyfriend, he better let them hoes know wassup.",toxic
as a man ... i feel like you a bitch if you living off a female . havin her buy all yo shit fucc that never be dependent on someone,toxic
as always eli has the stupid hick hayseed look on his face giants fans kill yaselves its gonna be a;,toxic
as good as percy harvin and peyton on the same team sound; that;s so retarded lmao,toxic
as if it wasnt gon get bacc to me ;; bitch your outta your fuccing mind,toxic
as long as you gon feed me pussy when i get the munchies ;,toxic
as of today im cutting muthafuckas off bitchesniggas that never show love or just temporary people iont need um,toxic
as soon as a democrat gets a chance to ? the political hack  goes to commercial then back with bolton lmao,normal
as soon as a bitch think shit sweet.... give em wat they been asking for!,toxic
as soon as bitches get on a come up you got that one bitch that cant wait to tell ppl your downfall before the come up ;;.,toxic
as soon as we left iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up. pisses me off.,toxic
asha had a little voice in my head telling me to fuck with these hoes. wasnt kendra ;,toxic
asha my bitch doe ;;,toxic
ask a bitch in 2014 if she would rather have jesus than silver and gold i bet u she tell a lie.,toxic
ask around n the streets bitch bout jay,toxic
ask the governor how we are supposed to pay for this? typical  mentality. government is evil until we need them lol,normal
ask tht bitch when she gon let a yung nigga blast tht ass,toxic
ask your bitch about me she turns into dori. ;,toxic
"at 60? good luck nh nh rt  im 60, 150. one of you bitches better reproduce with me. i can give you an athlete.",toxic
at dunkin donuts and every time somebody walked in i either yelled ratchet or hoe and so me and my brother got kicked out ;;;,toxic
at a point where ive got to make a tough life decision. ice black translucent sole or solid black sole on my kd vis. blk or orange airbag,normal
at all my ritz crackers. idk what to do with myself anymore.,normal
at least ima a faithful bitch ;,toxic
at pussy cat lounge killin it with my girlz  and,normal
at the mlk march tryna find a man bitch we see u,toxic
at the mexican laundry mat and its packed denna hoe,toxic
"at the bar in downey wit my uncle, this niggah faded hopefully he doesnt get us into a fight lmao",toxic
at the doctors with sam shes such a pussy the had to put a cotton swab in her nose and she just about started to cry _,toxic
at the end of the day seniors still love that young fresh pussy from west case closed,toxic
"at this rate, id cheer for the awful new york yankees over the st. louis cardinals.",normal
"at work but wish i was floating in my 15 ft., on sale at walmart, redneck pool that my husband probably hasnt cleaned since last weekend.",normal
ate the receivers really fast or is pass coverage trash?,normal
attention one and all.  just motoroboated my knees. someone get this jiggaboo some water. she .,toxic
auburnnn hoe,toxic
audio happy valentines day bitches. ;now play this while you get laid.,toxic
august alsina  ghetto ;,toxic
austin is a funny niggah,toxic
autocorrect makes my hows life change to hoes life. what the duck.,toxic
average is basic and basic is trash ;;,normal
"aw man, that bitch she go hard.. put it on me im like oh lord... no panties, baby, no bra !",toxic
"awe did i cut you off and make you mad? thats too dam bad, shoulda been going the fucking speed limit bitch",toxic
awk... u dont like your own nephew  cousins bc our race.. lmao broke ugly bitches fuck them we dont need them,toxic
awwwwww rt  that aint my hoe.,toxic
awwwwww they no kaep aint rape no bitch!!!!,toxic
ay cuh its hot af . im finna go buy yo bitch some ice cream . lol,toxic
"ay fuck wieners, remember to eat before you drink and remember to drink water while youre drinking and also to go eat shit you pussy head.",toxic
ay what are some good barsclubs to hit up in denver?? should be up there saturday night to coon out.,normal
ay yall heard that rich gang tape thou?? that bitch on flame!!!;,toxic
aye a nicca is tired tho!,normal
aye its a lot of niggas out here that cant fuck a bad bitch unless they get her drunk smh,toxic
aye my nigha ... gone let ya bitch fuck wit my team  donjuuuan;,toxic
aye the part be treating the bitches too good ;,toxic
aye we all needa keep are heads up high who cares if we lost we all went and tried our best andsouth is a bunch of trash talking pussys ! .,toxic
"aye, mcdonaldss got a fire ass frozen strawberry lemonade.. this bitch so wet",toxic
ayee hoe,toxic
ayo i jus had a mini heart attack behind the wheel..north philly n fire crackers dont mix;;;; i;,normal
ayo twat boy i gotta new phone give me yo jack now,toxic
ayo why da hell aint nobody hip me to these niccas!  ...,toxic
ayo!!  unblock me so i ca tell you how garbage yo bitch ass playing....,toxic
ayy carlton is a ghetto school now,toxic
"ayy yo  my nigga  be all up on da,pussy not lettin dat muafucka breathe.",toxic
ayyyyy im sipping on a free slurpee and seeing the front bottoms tonight. im a happy clam.,normal
"basically, , , right wing reactionaries, drudgies, teabaggers, libertaritards, all hate our education system and teachers.",normal
bc yall hoes,toxic
"bf i think we need some pet insurance. gf lmao, why, what for? bf because im destroying your pussy everyday.",toxic
bitch!!! rt  stop thinking ur entitled to politically correct responses...bitch,toxic
breathe! rt  you are going to kill yourself if you dont exhale! rt  killin you hoes,toxic
"bros before hos! ... and there i was with my bros, without any hos..",toxic
bruh lmaoo ; them hoes was nasty but i kept eating them  what the fuck happened to these?,toxic
bruh!! rt  them ugly hoes say a nigga arrogant...,toxic
baby i can make that pussy raaain often.,toxic
"baby i can make that pussy rain, often",toxic
baby i can make that pussy rain... often,toxic
"baby ill whisper vietnamese to you all soft like, ching... chong ting o long....",normal
baby girl your pussy looking so vacant....,toxic
"baby moanin , got me zonenn ; i want this bitch next me , pussy like ecstasy ; .",toxic
baby pussy cant be your only hustle. unless u bad as naomi russell.i mean a lot of ppl got money.so basically russell aint the only russell,toxic
babydaddy needing bail money say thats wat she gone do talk a whole alotta shit but swear that bitch gone come through,toxic
back  me and  used to have to stiffarm bitches that kept tryna steal our fitteds,toxic
"back in america, and ive become a basic bitch again.",toxic
back in this bitch again....,toxic
backdoor is open them hoes will let you fuck em in the ass. usually an extra charge plus the rate you agreed upon.,toxic
bad asian bitch yea she look just like kemora,toxic
bad bitch contest you in first place ;,toxic
"bad bitch give good head, dumb bitch get hood rich",toxic
bad bitch good head i think she ah keeper !,toxic
bad bitch,toxic
bad bitch on my line tryna give me brains,toxic
bad bitch pussy aquafina call her crystalina,toxic
bad bitch selling molly i might take one,toxic
bad bitch with me and you kno that her ass is fat,toxic
"bad bitch, chest out......no wonder why miss righteous keeps on getting left out",toxic
bad bitches aint cheap,toxic
bad bitches aint cheap better pass her if u broke !!,toxic
bad bitches an good weed,toxic
bad bitches and good weed,toxic
bad bitches be all ova me .. besides pussy what could you offer me?! ;;;;,toxic
bad bitches every where,toxic
"bad bitches from oakland, she could beeee a model",toxic
bad bitches hate broke niggaz.,toxic
bad bitches in dirty ass houses lt;lt;lt;,toxic
bad bitches in the pen make my toes curl,toxic
bad bitches is the only thing i like,toxic
bad bitches is the only thing that i like,toxic
bad bitches is the only thing that i like!!!!!!  this saturday,toxic
bad bitches is the only thing that i like,toxic
bad bitches is the only thing that like,toxic
bad bitches only,toxic
bad bitches only ...,toxic
bad blood in the camp and if its bout a bitch just know i dont respect it homie,toxic
"bad chicks send em in.. basic hoes toss em out, cant even get waffle house.. hating niggas chalk em out gone get the coffin out",toxic
bad foreign bitch she a walkin ferrari,toxic
bad lil bitch aint never seen her,toxic
bad lil short fine bitch lil petite sumn,toxic
bae gotta bitch ; whoops ;,toxic
bae juss the new side bitch lingo u aint special hoe,toxic
bae made me deep fried oreos ;,toxic
bags bags thats that bag money trash bag black and its filled up with money,normal
bahaha omg ;;; this bitch is crazyyy .,toxic
"baked montreal chicken, cheesy brussels sprouts, garlic butter triple cheddar and chives yellow mashed;",normal
bald head bitches think its their time to prosper !,toxic
ball is life? no bitch bench is life ;,toxic
"bands will make her dance , stamps will make her twerk , if romney becomes president , these hoes will have to work.",toxic
"bang, bitch, you think im strange, bitch? its bananas like a fucking rangatang bitch",toxic
"bank robber who wore zebraprint dress arrested, police say",normal
