cleaned_text,label
"at 17 years old , travis jones has been in front of a judge a few times before .",normal
"just last month , in fact , he was charged with criminal domestic violence .",normal
"this time , the charges are assault and battery of a high and aggravated nature and strong armed robbery in connection with the assault on rose powell.  more ...",normal
"if you look on  and type in the name of the artist in latin characters you can find a lot of songs , especially by the more popular musicians .",normal
"though i am from younger generations , these are my father words .",normal
"marte williams , 41 , was taken into custody sunday after authorities said he was caught trespassing at paulus hook towers , the apartment complex where the bodies of 27yearold jacqueline reyes and her 9monthold son ivan reyes jr. were found tuesday morning .",normal
"5347881.story      police arrested two men on suspicion of stealing more than  50,000 worth of property from an avondale home tuesday afternoon , thanks in part to attentive neighbors .",normal
"anthony deshawn washington , 18 , of avondale , and jonathan anthony gutierrez , 18 , of tolleson , were booked on felony counts of burglary , theft of a means of transportation and criminal trespassing , avondale police said .",normal
"about 10 p.m. dec. 9 , police were called to ed s fish and chips , 306 n. central ave. , for a reported armed robbery , police said .",normal
"two employees and one customer told police two men , brandishing a longbarrel rifle , stole the cash drawer with an undisclosed amount of money and fled on foot .",normal
i went to buy some new socks today and a couple of tshirts .,normal
not a single picture on any of them had a white male .,normal
"blacks and mexicans were represented thoroughly. do yourselves a favor , shoot your t.v. !",toxic
my google skills have failed me .,normal
the only references that i ve found that appear to contain the information you seek seem to require some form of payment .,normal
that is because lycurgus has been on moderation forever and should be let off .,normal
just like this thread should be stickied .,normal
it seems odd that alot of times there s such a black and white concept for people pertaining to the will of man .,normal
either it was straight out the ass of god himself and divine or meaningless and devoid of all reason .,normal
is nt there some middle ground ?,normal
since i will be posting with the default text in the future you no longer have any reason to hate me .,normal
"i think fyrdung is a band which was started by members of the bands svitjod , pluton svea and division s , but i m not sure",normal
living expenses in stockholm are very high and some poor swedes and other whites have no choice but to live in nonwhite suburbs .,toxic
the reason for the high living expenses is of course the influx of hundreds of thousands of nonwhites to the city .,toxic
no.,normal
at least not as far as i can tell .,normal
i live in oslo and racemixing is a huge problem .,toxic
sad but true .,normal
"our smart liberals say that we need thousands of  highquality  noneuropean immigrants per year , but for what ?",normal
