text,label,cleaned_text
Watch out Finland : http://www.nettavisen.no/servlets/pa ... = 3 & item = 217373 : attack,noHate,watch out finland   ...    item    attack
well here we have it a white european team against a latin american team. we have done so well so far. that a white team has come this far is being considered as incredible by some. but since the next games are in germany2006 would n't it be wonderful if a northern european team won this !!! already i have read about german superiority rascist remarks. pamela leighas pallessen-scherehart,noHate,well here we have it a white european team against a latin american team. we have done so well so far. that a white team has come this far is being considered as incredible by some. but since the next games are in germany would nt it be wonderful if a northern european team won this !!! already i have read about german superiority rascist remarks. pamela leighas pallessenscherehart
My sympathies to all of you .,noHate,my sympathies to all of you .
"Yes Muslims do breed like vermin , i believe that 's part of their intention to breed out other races in order to make themselves the majority .",hate,"yes muslims do breed like vermin , i believe that s part of their intention to breed out other races in order to make themselves the majority ."
"Karina Sorensen is a member of the Danish Peoples Party , a pro-Danish heritage party .",noHate,"karina sorensen is a member of the danish peoples party , a prodanish heritage party ."
"Sørensen , 19 år , er født 8. april 1982 i Kolding .",idk/skip,"srensen ,  r , er fdt . april  i kolding ."
Har taget en HH-eksamen på handelsskolen i Nyborg .,idk/skip,har taget en hheksamen p handelsskolen i nyborg .
Medlem af DFUìs bestyrelse .,idk/skip,medlem af dfus bestyrelse .
"I sin fritid går Karina Sørensen på jagt med sin far , dyrker styrketræning eller nyder tilværelsen med sin kæreste .",idk/skip,"i sin fritid gr karina srensen p jagt med sin far , dyrker styrketrning eller nyder tilvrelsen med sin kreste ."
"Valgt i Fredericia-kredsen i Vejle Amt , som Folketingets yngste medlem nogensinde .",idk/skip,"valgt i fredericiakredsen i vejle amt , som folketingets yngste medlem nogensinde ."
Karina Sørensen er medlem af økontaktudvalget .,idk/skip,karina srensen er medlem af kontaktudvalget .
"Karina Sorensen is a member of the Danish Peoples Party , a pro-Danish heritage party .",noHate,"karina sorensen is a member of the danish peoples party , a prodanish heritage party ."
"Sørensen , 19 years old , was born April 8 , 1982 in Kolding .",noHate,"srensen ,  years old , was born april  ,  in kolding ."
Has earned a degree from the Nyborg Business School .,noHate,has earned a degree from the nyborg business school .
Member of DFU 's directorate .,noHate,member of dfu s directorate .
"In her free time , Karina Sørensen goes hunting with her father , adores exercising ( strength-training ) and also enjoys spending time with her close friends .",noHate,"in her free time , karina srensen goes hunting with her father , adores exercising  strengthtraining  and also enjoys spending time with her close friends ."
"Elected from the Fredericia district , in the Vejle region , she is the youngest member in the history of the Assembly .",noHate,"elected from the fredericia district , in the vejle region , she is the youngest member in the history of the assembly ."
Karina Sørensen is a member of the party outreach group .,noHate,karina srensen is a member of the party outreach group .
"I would like to say and I can proudly say that there are no jews in Iceland , those that tried to get here were all sent back to Germany ...",hate,"i would like to say and i can proudly say that there are no jews in iceland , those that tried to get here were all sent back to germany ..."
Thank Odin they do n't try to come in the modern day .,hate,thank odin they do nt try to come in the modern day .
I have nothing against that but in logical numbers.I do n't want to loose our subracial or our ethnic intedity.But i prefer mixed marriages among white people than race mixed marriages !,noHate,i have nothing against that but in logical numbers.i do nt want to loose our subracial or our ethnic intedity.but i prefer mixed marriages among white people than race mixed marriages !
Very interesting .,noHate,very interesting .
"I will most likely not be invited , but if anything should come out of it I hope you will share the news .",noHate,"i will most likely not be invited , but if anything should come out of it i hope you will share the news ."
I met Mr. Griffin and found him to be most amiable and well spoken .,noHate,i met mr. griffin and found him to be most amiable and well spoken .
I hope all goes well in Sweden ( I lived there ) and loved it .,noHate,i hope all goes well in sweden  i lived there  and loved it .
Anyway good luck all .,noHate,anyway good luck all .
When the homos tried to have a fag pride parade in Serbia a few years ago they were beaten up .,noHate,when the homos tried to have a fag pride parade in serbia a few years ago they were beaten up .
I 'm not suggesting anything here ...,noHate,i m not suggesting anything here ...
Aragorn,noHate,aragorn
"Three and a half hour after I 've told them the same , and they still keep talking on and on about nothing .",noHate,"three and a half hour after i ve told them the same , and they still keep talking on and on about nothing ."
Damn you all for making me tag along with you .. !,noHate,damn you all for making me tag along with you .. !
"I will go to sleep now , as I have to wake up reasonably early this morrow .",noHate,"i will go to sleep now , as i have to wake up reasonably early this morrow ."
"Please try to behave , all of you naughty children .",noHate,"please try to behave , all of you naughty children ."
Good night from Europe .,noHate,good night from europe .
